Generation,Worker_Index,Start_Times,Shift_Lengths
6,38,"[15, 15, 'X', 'X', 15, 15, 15]","[9, 9, 0, 0, 9, 9, 9]"
6,39,"['X', 'X', 19, 19, 19, 19, 19]","[0, 0, 5, 5, 5, 5, 5]"
7,0,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 10, 10, 10, 10, 10]"
7,1,"[6, 6, 6, 'X', 'X', 6, 6]","[7, 7, 7, 0, 0, 7, 7]"
7,2,"[19, 19, 19, 19, 'X', 'X', 19]","[8, 8, 8, 8, 0, 0, 8]"
7,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
7,4,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 7, 7, 7, 7, 7]"
7,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
7,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
7,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
7,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
7,9,"['X', 19, 19, 19, 19, 19, 'X']","[0, 8, 8, 8, 8, 8, 0]"
7,10,"['X', 16, 16, 16, 16, 16, 'X']","[0, 11, 11, 11, 11, 11, 0]"
7,11,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 8, 8, 8, 8, 8]"
7,12,"[5, 5, 'X', 'X', 5, 5, 5]","[5, 5, 0, 0, 5, 5, 5]"
7,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
7,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
7,15,"[2, 2, 2, 2, 'X', 'X', 2]","[4, 4, 4, 4, 0, 0, 4]"
7,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
7,17,"[13, 13, 13, 13, 'X', 'X', 13]","[7, 7, 7, 7, 0, 0, 7]"
7,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
7,19,"[21, 21, 21, 'X', 'X', 21, 21]","[10, 10, 10, 0, 0, 10, 10]"
7,20,"['X', 3, 3, 3, 3, 3, 'X']","[0, 12, 12, 12, 12, 12, 0]"
7,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
7,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
7,23,"[2, 2, 'X', 'X', 2, 2, 2]","[4, 4, 0, 0, 4, 4, 4]"
7,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
7,25,"['X', 10, 10, 10, 10, 10, 'X']","[0, 4, 4, 4, 4, 4, 0]"
7,26,"[12, 12, 12, 12, 'X', 'X', 12]","[9, 9, 9, 9, 0, 0, 9]"
7,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
7,28,"[20, 20, 20, 'X', 'X', 20, 20]","[5, 5, 5, 0, 0, 5, 5]"
7,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
7,30,"[13, 13, 13, 13, 13, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
7,31,"[2, 2, 2, 2, 2, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
7,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
7,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
7,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
7,35,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 8, 8, 8, 8, 8]"
7,36,"[4, 'X', 'X', 4, 4, 4, 4]","[5, 0, 0, 5, 5, 5, 5]"
7,37,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 6, 6, 6, 6, 6]"
7,38,"[15, 15, 'X', 'X', 15, 15, 15]","[9, 9, 0, 0, 9, 9, 9]"
8,0,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 10, 10, 10, 10, 10]"
8,1,"[6, 6, 6, 'X', 'X', 6, 6]","[7, 7, 7, 0, 0, 7, 7]"
8,2,"[19, 19, 19, 19, 'X', 'X', 19]","[8, 8, 8, 8, 0, 0, 8]"
8,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
8,4,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 7, 7, 7, 7, 7]"
8,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
8,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
8,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
8,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
8,9,"[13, 13, 13, 'X', 'X', 13, 13]","[7, 7, 7, 0, 0, 7, 7]"
8,10,"['X', 16, 16, 16, 16, 16, 'X']","[0, 11, 11, 11, 11, 11, 0]"
8,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
8,12,"[13, 13, 13, 'X', 'X', 13, 13]","[10, 10, 10, 0, 0, 10, 10]"
8,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
8,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
8,15,"[21, 21, 21, 21, 'X', 'X', 21]","[10, 10, 10, 10, 0, 0, 10]"
8,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
8,17,"[13, 13, 13, 13, 'X', 'X', 13]","[7, 7, 7, 7, 0, 0, 7]"
8,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
8,19,"['X', 'X', 6, 6, 6, 6, 6]","[0, 0, 12, 12, 12, 12, 12]"
8,20,"[5, 5, 5, 5, 'X', 'X', 5]","[4, 4, 4, 4, 0, 0, 4]"
8,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
8,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
8,23,"[2, 2, 'X', 'X', 2, 2, 2]","[4, 4, 0, 0, 4, 4, 4]"
8,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
8,25,"['X', 10, 10, 10, 10, 10, 'X']","[0, 4, 4, 4, 4, 4, 0]"
8,26,"[12, 12, 12, 12, 'X', 'X', 12]","[9, 9, 9, 9, 0, 0, 9]"
8,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
8,28,"[20, 20, 20, 'X', 'X', 20, 20]","[5, 5, 5, 0, 0, 5, 5]"
8,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
8,30,"[13, 13, 13, 13, 13, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
8,31,"[2, 2, 2, 2, 2, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
8,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
8,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
8,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
8,35,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 8, 8, 8, 8, 8]"
8,36,"['X', 23, 23, 23, 23, 23, 'X']","[0, 5, 5, 5, 5, 5, 0]"
8,37,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 6, 6, 6, 6, 6]"
8,38,"[17, 17, 17, 17, 17, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
9,0,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 10, 10, 10, 10, 10]"
9,1,"[6, 6, 6, 'X', 'X', 6, 6]","[7, 7, 7, 0, 0, 7, 7]"
9,2,"[19, 19, 19, 19, 'X', 'X', 19]","[8, 8, 8, 8, 0, 0, 8]"
9,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
9,4,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 7, 7, 7, 7, 7]"
9,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
9,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
9,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
9,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
9,9,"[13, 13, 13, 'X', 'X', 13, 13]","[7, 7, 7, 0, 0, 7, 7]"
9,10,"['X', 16, 16, 16, 16, 16, 'X']","[0, 11, 11, 11, 11, 11, 0]"
9,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
9,12,"[13, 13, 13, 'X', 'X', 13, 13]","[10, 10, 10, 0, 0, 10, 10]"
9,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
9,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
9,15,"[21, 21, 21, 21, 'X', 'X', 21]","[10, 10, 10, 10, 0, 0, 10]"
9,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
9,17,"[13, 13, 13, 13, 'X', 'X', 13]","[7, 7, 7, 7, 0, 0, 7]"
9,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
9,19,"['X', 'X', 6, 6, 6, 6, 6]","[0, 0, 12, 12, 12, 12, 12]"
9,20,"[5, 5, 5, 5, 'X', 'X', 5]","[4, 4, 4, 4, 0, 0, 4]"
9,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
9,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
9,23,"[2, 2, 'X', 'X', 2, 2, 2]","[4, 4, 0, 0, 4, 4, 4]"
9,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
9,25,"['X', 10, 10, 10, 10, 10, 'X']","[0, 4, 4, 4, 4, 4, 0]"
9,26,"[12, 12, 12, 12, 'X', 'X', 12]","[9, 9, 9, 9, 0, 0, 9]"
9,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
9,28,"[20, 20, 20, 'X', 'X', 20, 20]","[5, 5, 5, 0, 0, 5, 5]"
9,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
9,30,"[13, 13, 13, 13, 13, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
9,31,"[2, 2, 2, 2, 2, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
9,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
9,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
9,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
9,35,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 8, 8, 8, 8, 8]"
9,36,"['X', 23, 23, 23, 23, 23, 'X']","[0, 5, 5, 5, 5, 5, 0]"
9,37,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 6, 6, 6, 6, 6]"
9,38,"[17, 17, 17, 17, 17, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
10,0,"[15, 15, 'X', 'X', 15, 15, 15]","[4, 4, 0, 0, 4, 4, 4]"
10,1,"['X', 1, 1, 1, 1, 1, 'X']","[0, 12, 12, 12, 12, 12, 0]"
10,2,"[4, 'X', 'X', 4, 4, 4, 4]","[11, 0, 0, 11, 11, 11, 11]"
10,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
10,4,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 7, 7, 7, 7, 7]"
10,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
10,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
10,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
10,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
10,9,"['X', 19, 19, 19, 19, 19, 'X']","[0, 8, 8, 8, 8, 8, 0]"
10,10,"['X', 16, 16, 16, 16, 16, 'X']","[0, 11, 11, 11, 11, 11, 0]"
10,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
10,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
10,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
10,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
10,15,"[21, 21, 21, 21, 'X', 'X', 21]","[10, 10, 10, 10, 0, 0, 10]"
10,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
10,17,"[13, 13, 13, 13, 'X', 'X', 13]","[7, 7, 7, 7, 0, 0, 7]"
10,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
10,19,"[16, 'X', 'X', 16, 16, 16, 16]","[9, 0, 0, 9, 9, 9, 9]"
10,20,"[13, 13, 13, 'X', 'X', 13, 13]","[12, 12, 12, 0, 0, 12, 12]"
10,21,"['X', 1, 1, 1, 1, 1, 'X']","[0, 11, 11, 11, 11, 11, 0]"
10,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
10,23,"[1, 1, 1, 1, 'X', 'X', 1]","[4, 4, 4, 4, 0, 0, 4]"
10,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
10,25,"['X', 10, 10, 10, 10, 10, 'X']","[0, 4, 4, 4, 4, 4, 0]"
10,26,"[12, 12, 12, 12, 'X', 'X', 12]","[9, 9, 9, 9, 0, 0, 9]"
10,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
10,28,"['X', 0, 0, 0, 0, 0, 'X']","[0, 9, 9, 9, 9, 9, 0]"
10,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
10,30,"[13, 13, 13, 13, 13, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
10,31,"[2, 2, 2, 'X', 'X', 2, 2]","[6, 6, 6, 0, 0, 6, 6]"
10,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
10,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
10,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
10,35,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 8, 8, 8, 8, 8]"
10,36,"['X', 23, 23, 23, 23, 23, 'X']","[0, 5, 5, 5, 5, 5, 0]"
10,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
10,38,"[15, 15, 'X', 'X', 15, 15, 15]","[9, 9, 0, 0, 9, 9, 9]"
11,0,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 10, 10, 10, 10, 10]"
11,1,"[6, 6, 6, 'X', 'X', 6, 6]","[7, 7, 7, 0, 0, 7, 7]"
11,2,"[19, 19, 19, 19, 'X', 'X', 19]","[8, 8, 8, 8, 0, 0, 8]"
11,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
11,4,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 7, 7, 7, 7, 7]"
11,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
11,6,"['X', 'X', 11, 11, 11, 11, 11]","[0, 0, 10, 10, 10, 10, 10]"
11,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
11,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
11,9,"[20, 20, 20, 20, 20, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
11,10,"['X', 16, 16, 16, 16, 16, 'X']","[0, 11, 11, 11, 11, 11, 0]"
11,11,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 8, 8, 8, 8, 8]"
11,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
11,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
11,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
11,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
11,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
11,17,"['X', 'X', 3, 3, 3, 3, 3]","[0, 0, 4, 4, 4, 4, 4]"
11,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
11,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
11,20,"[8, 8, 8, 8, 'X', 'X', 8]","[7, 7, 7, 7, 0, 0, 7]"
11,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
11,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
11,23,"[2, 2, 'X', 'X', 2, 2, 2]","[4, 4, 0, 0, 4, 4, 4]"
11,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
11,25,"['X', 7, 7, 7, 7, 7, 'X']","[0, 5, 5, 5, 5, 5, 0]"
11,26,"[12, 12, 12, 12, 'X', 'X', 12]","[9, 9, 9, 9, 0, 0, 9]"
11,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
11,28,"[20, 20, 20, 'X', 'X', 20, 20]","[5, 5, 5, 0, 0, 5, 5]"
11,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
11,30,"[13, 13, 13, 13, 13, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
11,31,"[8, 'X', 'X', 8, 8, 8, 8]","[10, 0, 0, 10, 10, 10, 10]"
11,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
11,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
11,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
11,35,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 8, 8, 8, 8, 8]"
11,36,"[12, 12, 12, 12, 'X', 'X', 12]","[11, 11, 11, 11, 0, 0, 11]"
11,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
11,38,"[15, 15, 'X', 'X', 15, 15, 15]","[9, 9, 0, 0, 9, 9, 9]"
12,0,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 10, 10, 10, 10, 10]"
12,1,"[6, 6, 6, 'X', 'X', 6, 6]","[7, 7, 7, 0, 0, 7, 7]"
12,2,"[19, 19, 19, 19, 'X', 'X', 19]","[8, 8, 8, 8, 0, 0, 8]"
12,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
12,4,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 7, 7, 7, 7, 7]"
12,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
12,6,"['X', 'X', 11, 11, 11, 11, 11]","[0, 0, 10, 10, 10, 10, 10]"
12,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
12,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
12,9,"[20, 20, 20, 20, 20, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
12,10,"['X', 16, 16, 16, 16, 16, 'X']","[0, 11, 11, 11, 11, 11, 0]"
12,11,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 8, 8, 8, 8, 8]"
12,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
12,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
12,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
12,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
12,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
12,17,"['X', 'X', 3, 3, 3, 3, 3]","[0, 0, 4, 4, 4, 4, 4]"
12,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
12,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
12,20,"[8, 8, 8, 8, 'X', 'X', 8]","[7, 7, 7, 7, 0, 0, 7]"
12,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
12,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
12,23,"[2, 2, 'X', 'X', 2, 2, 2]","[4, 4, 0, 0, 4, 4, 4]"
12,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
12,25,"['X', 7, 7, 7, 7, 7, 'X']","[0, 5, 5, 5, 5, 5, 0]"
12,26,"[12, 12, 12, 12, 'X', 'X', 12]","[9, 9, 9, 9, 0, 0, 9]"
12,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
12,28,"[20, 20, 20, 'X', 'X', 20, 20]","[5, 5, 5, 0, 0, 5, 5]"
12,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
12,30,"[13, 13, 13, 13, 13, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
12,31,"[8, 'X', 'X', 8, 8, 8, 8]","[10, 0, 0, 10, 10, 10, 10]"
12,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
12,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
12,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
12,35,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 8, 8, 8, 8, 8]"
12,36,"[12, 12, 12, 12, 'X', 'X', 12]","[11, 11, 11, 11, 0, 0, 11]"
12,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
12,38,"[15, 15, 'X', 'X', 15, 15, 15]","[9, 9, 0, 0, 9, 9, 9]"
13,0,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 10, 10, 10, 10, 10]"
13,1,"[6, 6, 6, 'X', 'X', 6, 6]","[7, 7, 7, 0, 0, 7, 7]"
13,2,"[19, 19, 19, 19, 'X', 'X', 19]","[8, 8, 8, 8, 0, 0, 8]"
13,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
13,4,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 7, 7, 7, 7, 7]"
13,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
13,6,"['X', 'X', 11, 11, 11, 11, 11]","[0, 0, 10, 10, 10, 10, 10]"
13,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
13,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
13,9,"[20, 20, 20, 20, 20, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
13,10,"['X', 16, 16, 16, 16, 16, 'X']","[0, 11, 11, 11, 11, 11, 0]"
13,11,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 8, 8, 8, 8, 8]"
13,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
13,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
13,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
13,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
13,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
13,17,"['X', 'X', 3, 3, 3, 3, 3]","[0, 0, 4, 4, 4, 4, 4]"
13,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
13,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
13,20,"[8, 8, 8, 8, 'X', 'X', 8]","[7, 7, 7, 7, 0, 0, 7]"
13,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
13,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
13,23,"[2, 2, 'X', 'X', 2, 2, 2]","[4, 4, 0, 0, 4, 4, 4]"
13,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
13,25,"['X', 7, 7, 7, 7, 7, 'X']","[0, 5, 5, 5, 5, 5, 0]"
13,26,"[12, 12, 12, 12, 'X', 'X', 12]","[9, 9, 9, 9, 0, 0, 9]"
13,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
13,28,"[20, 20, 20, 'X', 'X', 20, 20]","[5, 5, 5, 0, 0, 5, 5]"
13,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
13,30,"[13, 13, 13, 13, 13, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
13,31,"[8, 'X', 'X', 8, 8, 8, 8]","[10, 0, 0, 10, 10, 10, 10]"
13,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
13,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
13,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
